PROJNUM,Goal,OtherGoal,cfsSpecified
19970620,increase future LWD recruitment to stream,,
19970621,increase future LWD recruitment to stream,,
19970623,improve/increase stream structure & complexity,,
19970623,improve/increase stream interaction with floodplain,,
19970623,improve/increase stream rearing habitat,,
19970623,improve/increase stream over-winter habitat,,
19970623,improve/increase stream refuge cover,,
19970624,improve/increase stream rearing habitat,,
19970624,improve/increase stream over-winter habitat,,
19970624,improve/increase stream summer habitat,,
19970624,"increase nutrient input to stream (e.g. plant material, salmon carcasses)",,
19970625,increase future LWD recruitment to stream,,
19970625,increase future stream shading/increase vegetation to provide shade,,
19970625,increase streambank stabilization/protection,,
19970625,"increase upslope stability (soil, road)",,
19970625,increase road/upslope drainage,,
19970625,decrease livestock access to stream,,
19970629,improve/increase stream structure & complexity,,
19970629,improve/increase stream over-winter habitat,,
19970630,improve/increase stream structure & complexity,,
19970630,improve/increase stream over-winter habitat,,
19970631,improve/increase stream structure & complexity,,
19970631,improve/increase stream over-winter habitat,,
19970631,improve/increase stream refuge cover,,
19970632,improve/increase stream structure & complexity,,
19970632,improve/increase stream over-winter habitat,,
19970632,improve/increase stream refuge cover,,
19970633,improve/increase stream structure & complexity,,
19970633,improve/increase stream over-winter habitat,,
19970633,improve/increase stream refuge cover,,
19970634,improve/increase stream structure & complexity,,
19970634,improve/increase stream over-winter habitat,,
19970634,improve/increase stream refuge cover,,
19970635,increase future LWD recruitment to stream,,
19970636,increase future LWD recruitment to stream,,
19970637,increase future LWD recruitment to stream,,
19970638,increase future LWD recruitment to stream,,
19970639,increase future LWD recruitment to stream,,
19970640,increase future LWD recruitment to stream,,
19970641,increase future LWD recruitment to stream,,
19970642,decrease erosion/stream sedimentation,,
19970643,increase future LWD recruitment to stream,,
19970644,improve/increase fish passage,,
19970645,decrease erosion/stream sedimentation,,
19970646,improve/increase stream structure & complexity,,
19970646,improve/increase stream rearing habitat,,
19970646,improve/increase stream off-channel habitat,,
19970646,improve/increase stream over-winter habitat,,
19970646,improve/increase stream refuge cover,,
19970647,improve/increase stream structure & complexity,,
19970647,improve/increase stream rearing habitat,,
19970647,improve/increase stream over-winter habitat,,
19970647,improve/increase stream refuge cover,,
19970648,improve/increase stream interaction with floodplain,,
19970648,improve/increase stream flow,,
19970648,improve/increase stream summer habitat,,
19970648,improve/increase stream slow water habitat,,
19970648,improve/increase stream refuge cover,,
19970649,improve/increase stream structure & complexity,,
19970649,improve/increase stream refuge cover,,
19970650,improve/increase stream structure & complexity,,
19970650,improve/increase stream rearing habitat,,
19970650,improve/increase stream over-winter habitat,,
19970650,improve/increase stream cool water habitat,,
19970650,improve/increase stream slow water habitat,,
19970651,improve/increase stream structure & complexity,,
19970651,improve/increase stream rearing habitat,,
19970651,improve/increase stream over-winter habitat,,
19970653,improve/increase stream structure & complexity,,
19970653,improve/increase stream over-winter habitat,,
19970653,improve/increase stream refuge cover,,
19970654,improve/increase stream structure & complexity,,
19970655,improve/increase stream structure & complexity,,
19970655,improve/increase stream rearing habitat,,
19970655,improve/increase stream over-winter habitat,,
19970655,improve/increase stream slow water habitat,,
19970656,improve/increase stream structure & complexity,,
19970656,improve/increase stream rearing habitat,,
19970656,improve/increase stream over-winter habitat,,
19970657,improve/increase stream structure & complexity,,
19970657,improve/increase fish passage,,
19970657,increase future LWD recruitment to stream,,
19970658,improve/increase stream structure & complexity,,
19970658,improve/increase stream rearing habitat,,
19970658,improve/increase stream over-winter habitat,,
19970658,increase future LWD recruitment to stream,,
19970658,increase future stream shading/increase vegetation to provide shade,,
19970658,increase streambank stabilization/protection,,
19970658,"increase nutrient input to stream (e.g. plant material, salmon carcasses)",,
19970658,decrease erosion/stream sedimentation,,
19970658,decrease stream temperature,,
19970658,decrease livestock access to stream,,
19970659,increase future LWD recruitment to stream,,
19970659,increase future stream shading/increase vegetation to provide shade,,
19970659,increase streambank stabilization/protection,,
19970659,decrease erosion/stream sedimentation,,
19970661,improve/increase fish passage,,
19970661,improve/increase stream rearing habitat,,
19970662,improve/increase stream structure & complexity,,
19970662,improve/increase stream interaction with floodplain,,
19970662,improve/increase stream spawning habitat,,
19970662,improve/increase stream rearing habitat,,
19970662,improve/increase stream over-winter habitat,,
19970662,improve/increase stream refuge cover,,
19970662,decrease erosion/stream sedimentation,,
19970663,improve/increase stream structure & complexity,,
19970663,improve/increase stream interaction with floodplain,,
19970663,improve/increase stream rearing habitat,,
19970663,improve/increase stream over-winter habitat,,
19970663,improve/increase stream refuge cover,,
19970663,increase future LWD recruitment to stream,,
19970663,increase future stream shading/increase vegetation to provide shade,,
19970663,increase streambank stabilization/protection,,
19970663,decrease erosion/stream sedimentation,,
19970663,decrease stream temperature,,
19970663,decrease livestock access to stream,,
19970665,improve/increase stream structure & complexity,,
19970665,improve/increase stream rearing habitat,,
19970665,improve/increase stream over-winter habitat,,
19970665,improve/increase stream refuge cover,,
19970665,decrease erosion/stream sedimentation,,
19970666,increase future LWD recruitment to stream,,
19970666,increase future stream shading/increase vegetation to provide shade,,
19970666,"increase nutrient input to stream (e.g. plant material, salmon carcasses)",,
19970667,increase future LWD recruitment to stream,,
19970667,increase future stream shading/increase vegetation to provide shade,,
19970667,"increase nutrient input to stream (e.g. plant material, salmon carcasses)",,
19970667,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
19970668,increase future LWD recruitment to stream,,
19970668,increase future stream shading/increase vegetation to provide shade,,
19970668,"increase nutrient input to stream (e.g. plant material, salmon carcasses)",,
19970669,increase future LWD recruitment to stream,,
19970669,"increase nutrient input to stream (e.g. plant material, salmon carcasses)",,
19970669,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
19970670,increase future LWD recruitment to stream,,
19970670,"increase nutrient input to stream (e.g. plant material, salmon carcasses)",,
