PROJNUM,ProjName,BasinActual,SubbasinActual,County,StartYear,CompleteYear
19970729,Lost Creek 25,Southern Oregon Coastal,Coquille,Coos,0,1997
19970730,Rowland Creek 5 In-unit Leave Trees,Southern Oregon Coastal,Coquille,Coos,0,1997
19970731,Red Block #3,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970732,Back to Beaver 1&2,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970733,Blue Block #2,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970734,Dewey Jump,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970735,Drake Cr #2,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970736,Elk-Hide Out,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970737,Green Block #4,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970738,Green Block #3,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970739,Green Block #2,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970740,Garbage Tie,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970741,Horsetail #3,Northern Oregon Coastal,Alsea,Lincoln,1997,1997
19970742,North Fk Gravel,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970743,"234 Rd #1,  236 Rd #2",Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970744,South Spencer,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970745,Red Block #5,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970746,Red Block #4,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970747,Sutter Creek,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970748,Seed Orchard,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970749,Red Block #2,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970750,Red Block #1,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970751,Prairie Dog,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970752,Horsetail #1,Northern Oregon Coastal,Alsea,Lincoln,1997,1997
19970753,Horsetail #2,Northern Oregon Coastal,Alsea,Lincoln,1997,1997
19970754,High Voltage,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970755,Green Block #7,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970756,Blue Block #3,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970757,Green Block #5,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970758,Green Block #6,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970759,East Hayes Rehab 97,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970760,Moon Mtn 2 CT,Southern Oregon Coastal,Sixes,Curry,0,1997
19970762,North Camp 12,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1996
19970763,"Elk Creek #1,2",Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1996
19970764,Euchre 800,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1996
19970765,Blue Block #1,Northern Oregon Coastal,Siletz-Yaquina,Polk,1996,1996
19970766,Diamond Russel,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1996
19970767,"Roy Flat 1,2,3",Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1996
19970768,Savage Lamb,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1996
19970769,Elk Creek #3,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1996
19970770,Blair Creek,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1996
19970771,Buttermilk #20,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1996
19970772,Briar Mill,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1996
19970773,Old Man River,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1996
19970774,Pit View,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1996
19970775,Yew Falls,Northern Oregon Coastal,Alsea,Lincoln,1996,1996
19970776,Goat Skull,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1996
19970777,Rocky Creek,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1996
19970778,Fall Cove,Northern Oregon Coastal,Alsea,Lincoln,1996,1996
19970779,Upper Farm #3,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1996
19970780,Green Block #1,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1996
19970781,Elber Tract,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1996
19970782,Upper Rock Creek 18,Southern Oregon Coastal,Coquille,Coos,0,1996
19970783,Lost Creek 36,Southern Oregon Coastal,Coquille,Coos,0,1996
19970784,Whitley Creek,Southern Oregon Coastal,Coquille,Coos,0,1996
19970785,7-Devils 21,Southern Oregon Coastal,Coos,Coos,0,1996
19970786,North Sixes 13,Southern Oregon Coastal,Sixes,Curry,0,1996
19970787,Blair Creek,Southern Oregon Coastal,Coquille,Coos,0,1996
19970788,Upper Farm,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970789,216 Road,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970790,,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,0,1995
19970791,Upper Farm #2,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970792,North Mill 400,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970793,201K,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970794,Hough Creek #1&2,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970795,Powerline Trail,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970796,River Bend,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970797,Pit Run,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970798,Side Camp,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970799,Powder Keg,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970800,Benny 500,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970801,Old River Flat,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970802,Bob's Knob,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970803,North Fall Rehab #1,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970804,North Fall Rehab #2,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970805,North Fall Rehab #3,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970806,East Orchard,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970807,Drift Creek #3,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970809,South Mill #1,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970810,North Beaver Creek,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970811,Two Mile Tie,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970812,Wessel Tie,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970813,South Mill #2,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970814,Baber Boundary,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970815,Carlisle Creek,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970816,North Eddyville #2,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970817,Pioneer Station,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19970818,Cove Creek,Northern Oregon Coastal,Alsea,Lincoln,1995,1995
19970819,95-552-30704,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1995
19970820,97-552-30083,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1997
19970821,97-552-30053,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1997
19970822,96-552-31045,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1997
19970823,96-552-30079,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1997
19970824,96-552-30755,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1996
19970825,96-552-30080,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1996
19970826,96-552-30081,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1996
19970827,96-552-30072,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1996
19970828,96-552-30076,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1996
19970829,95-522-30126,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1995
19970830,96-552-31047,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1997
19970831,97-552-30077,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1997
19970832,97-553-37087,Northern Oregon Coastal,Alsea,Lincoln,0,1997
19970833,97-553-37125,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,0,1997
19970834,97-553-37129,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,0,1997
19970835,97-553-37044,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,0,1997
19970836,95-552-30686,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1996
19970837,96-552-30078,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1996
19970838,94-553-37979R,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,0,1995
19970839,95-553-37427,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,0,1995
19970840,96-553-37390,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,0,1996
19970841,96-553-37442,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,0,1996
19970842,95-553-37751,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,0,1995
19970843,94-552-30585R,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1995
19970844,95-552-30729,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1995
19970845,553-37865,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970846,551-34487 Johnson Creek Culvert Install,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970847,97-551-34082,Northern Oregon Coastal,Alsea,Lincoln,1997,1997
19970848,97-551-34792,Northern Oregon Coastal,Alsea,Benton,1997,1997
19970849,97-551-34098,Northern Oregon Coastal,Alsea,Lincoln,1997,1997
19970850,Stilrner/Barn Rd Culvert Installs,Northern Oregon Coastal,Alsea,Lincoln,1996,1996
19970851,551-34792,Northern Oregon Coastal,Alsea,Lincoln,1997,1997
19970852,Honeygrove Culvert Installation,Northern Oregon Coastal,Alsea,Benton,1996,1996
19970853,97-551-34785,Northern Oregon Coastal,Alsea,Benton,1997,1997
19970854,96-553-37816,Northern Oregon Coastal,Alsea,Lincoln,1996,1996
19970855,553-37431,Northern Oregon Coastal,Alsea,Lincoln,1997,1997
19970856,553-37365,Northern Oregon Coastal,Alsea,Lincoln,1997,1997
19970857,97-34720,Northern Oregon Coastal,Alsea,Lane,1997,0
19970858,96-37088,Northern Oregon Coastal,Alsea,Lincoln,1996,1996
19970859,97-34645,Northern Oregon Coastal,Alsea,Benton,1997,1997
19970860,96-34500,Northern Oregon Coastal,Alsea,Benton,1996,1996
19970861,95-34823,Northern Oregon Coastal,Alsea,Benton,1995,1996
19970862,96-551-34828,Northern Oregon Coastal,Alsea,Lane,1996,1997
19970863,552-30828,Northern Oregon Coastal,Siletz-Yaquina,Polk,1997,1997
19970864,Lower Boulder Culvert Installation,Northern Oregon Coastal,Siletz-Yaquina,Polk,1995,1995
19970865,552-30666,Northern Oregon Coastal,Siletz-Yaquina,Polk,1997,1997
19970866,Stemple Creek Culvert Installs,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970867,96-552-30233,Northern Oregon Coastal,Siletz-Yaquina,Polk,1996,1996
19970868,"55230354, 552-30353",Northern Oregon Coastal,Siletz-Yaquina,Polk,1997,1997
19970869,97-30429,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1997
19970870,96-30828,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1996
19970871,Roots Ridge,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,0,1995
19970872,97-30798,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1997
19970873,97-30536,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1997
19970874,Roots Creek,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,0,1995
19970875,96-30828,Northern Oregon Coastal,Siletz-Yaquina,Polk,0,1996
19970876,Noble Creek Chip,Southern Oregon Coastal,Coos,Coos,0,1995
19970877,7 Devils 20,Southern Oregon Coastal,Coos,Coos,0,1995
19970878,Green Acres Chip,Southern Oregon Coastal,Coos,Coos,0,1995
19970879,Wooden Rock 32,Southern Oregon Coastal,Coquille,Coos,0,1995
19970880,Beaverdam 14,Southern Oregon Coastal,Coquille,Coos,0,1995
19970881,2200 Junction,Southern Oregon Coastal,Coquille,Coos,0,1995
19970882,Camas Creek 13,Southern Oregon Coastal,Coquille,Coos,0,1995
19970883,1120 Junction,Southern Oregon Coastal,Coquille,Coos,0,1995
19970884,Brownstone 16,Southern Oregon Coastal,Coquille,Coos,0,1995
19970885,Upper Wooden Rock 15,Southern Oregon Coastal,Coquille,Coos,0,1995
19970886,Lost Creek 2,Southern Oregon Coastal,Coquille,Coos,0,1995
19970887,Salt Lick 19,Southern Oregon Coastal,Sixes,Curry,0,1995
19970888,Middle Sixes 14,Southern Oregon Coastal,Sixes,Curry,0,1995
19970889,Floras Creek Chip,Southern Oregon Coastal,Sixes,Curry,0,1995
19970892,Carlile Culvert Replacement,Northern Oregon Coastal,Siuslaw,Lane,1997,1997
19970893,GA 14190,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970894,GA 14191,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970895,GA 14193,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970896,GA 14192,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970897,GA 14195,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1997,1997
19970900,97-511-15114,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,0,1997
19970901,Roderick Creek 96-21030,Willamette,Tualatin,Washington,0,1996
19970902,Parson's Creek Reconstruction,Willamette,Tualatin,Washington,1995,1995
19970904,97-521-11098 / Vollmer East & West ML Reconstruction,Northern Oregon Coastal,Necanicum,Clatsop,1997,1997
19970905,97-521-11339 / Mable Creek #2,Lower Columbia River,Lower Columbia,Clatsop,1997,1997
19970906,97-521-11338 / Big S Fk/Spur 2 Culvert Replacement,Lower Columbia River,Lower Columbia,Clatsop,1997,1997
19970907,97-521-11244 / Biddle Culvert,Lower Columbia River,Lower Columbia,Clatsop,1997,1997
19970908,97-511-15150 / 210 Culvert Replacement,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1997
19970909,97-511-15150 / 224 Culvert,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1997
19970910,97-511-15150 / 226 Pipe,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1997
19970911,97-511-15151 / Sutton Creek ML Pipe,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1997
19970912,97-511-15151 / 351 Pipe,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1997
19970913,97-511-15151 / Coats ML Pipe,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1997
19970914,97-511-15154 / Sandlake 36 Culvert #1,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1997
19970915,97-511-15154 / Sandlake 36 Culvert #2,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1997
19970916,97-521-11260 / Tolo ML - Grassy Lakes JCT Pipe,Northern Oregon Coastal,Necanicum,Clatsop,1997,1997
19970917,97-521-11337 / Yr 8.2 Pipe,Lower Columbia River,Lower Columbia,Clatsop,1997,1997
19970918,97-521-11365 / L & C 16 MP Pipe,Lower Columbia River,Lower Columbia,Clatsop,1997,1997
19970919,96-521-11336 / Brandis Creek Culvert,Northern Oregon Coastal,Necanicum,Clatsop,1996,1996
19970920,96-521-11354 / Sugarloaf ML Pipe,Northern Oregon Coastal,Necanicum,Clatsop,1996,1996
19970921,96-521-11361 / Sugarloaf 37 Pipe,Northern Oregon Coastal,Necanicum,Clatsop,1996,1996
19970922,96-521-11338 / Fox Creek 10-F Pipe,Lower Columbia River,Lower Columbia,Clatsop,1996,1996
19970923,96-521-11337 / Airplane Spur Culvert,Lower Columbia River,Lower Columbia,Clatsop,1996,1996
19970924,96-521-11339 / Nec. 3.5 MP Pipe,Northern Oregon Coastal,Necanicum,Clatsop,1996,1996
19970925,96-521-11335 / Tolovana 41 Pipe,Northern Oregon Coastal,Necanicum,Clatsop,1996,1996
19970926,96-521-11340,Lower Columbia River,Lower Columbia,Clatsop,1996,1996
19970927,96-521-11342 / N. Klaskanine ML Culvert,Lower Columbia River,Lower Columbia,Clatsop,1996,1996
19970928,95-521-11384 / Tolovana 26,Northern Oregon Coastal,Necanicum,Clatsop,1995,1995
19970929,95-521-11384 / Side 4 Pipe,Northern Oregon Coastal,Necanicum,Clatsop,1995,1995
19970930,95-521-11384 / Hawley Upper Culvert,Northern Oregon Coastal,Necanicum,Clatsop,1996,1996
19970931,95-521-11384 / Nec 9 MP Culvert,Northern Oregon Coastal,Necanicum,Clatsop,1995,1995
19970932,95-521-11384 / Rock Creek X-O Culvert,Lower Columbia River,Lower Columbia,Clatsop,1995,1995
19970933,95-511-15142 / Bewley Creek Pipe,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1995,1995
19970934,97-511-15035 / Yellow Fir 60,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1997
19970935,97-511-15076 / Till YFN 107,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1997
19970936,96-511-15201 / Till 310 / 300E,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1996,1996
19970937,96-511-15291 / Yellow Fir N. 109,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1996,1996
19970938,96-521-11449,Northern Oregon Coastal,Nehalem,Clatsop,1996,1997
19970939,96-521-11596 / Fox Creek 17 West,Lower Columbia River,Lower Columbia,Clatsop,1996,1997
19970940,96-521-11366 / Klootchie 34,Northern Oregon Coastal,Necanicum,Clatsop,1996,1997
19970941,96-521-11593,Northern Oregon Coastal,Nehalem,Clatsop,1996,1997
19970942,97-521-11021 / Necanicum 92,Northern Oregon Coastal,Necanicum,Clatsop,1997,1997
19970943,96-521-11586 / Hawley 140 Salvage,Northern Oregon Coastal,Necanicum,Clatsop,1996,1997
19970944,97-521-11001 / Vollmer 29,Northern Oregon Coastal,Necanicum,Clatsop,1997,1997
19970945,96-521-11568 / 280 Spruce,Lower Columbia River,Lower Columbia,Clatsop,1996,1997
19970946,96-521-11397 / Necanicum 26,Northern Oregon Coastal,Necanicum,Clatsop,1996,1997
19970947,96-521-11595 / Snow Point Final,Lower Columbia River,Lower Columbia,Clatsop,1996,1997
19970948,97-521-11014 / East Leg C/C,Lower Columbia River,Lower Columbia,Clatsop,1997,1997
19970949,97-521-11051 / 301 C/C,Lower Columbia River,Lower Columbia,Clatsop,1997,1997
19970950,97-521-11057,Northern Oregon Coastal,Nehalem,Clatsop,1997,1997
19970951,97-521-11108,Northern Oregon Coastal,Nehalem,Clatsop,1997,1997
19970952,96-521-11230 / 260 Barney,Lower Columbia River,Lower Columbia,Clatsop,1996,1996
19970953,"96-521-11039 / Camp ""C"" Creek C/C",Lower Columbia River,Lower Columbia,Clatsop,1996,1996
19970954,96-521-11151 / Little South Fork B Spur,Lower Columbia River,Lower Columbia,Clatsop,1996,1996
19970955,96-521-11292 / Warren 90 C/C,Northern Oregon Coastal,Necanicum,Clatsop,1996,1996
19970956,96-511-15055 / Till 305 C/C,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1996,1996
19970957,96-521-11310 / Warren Rd #1 C/C,Northern Oregon Coastal,Necanicum,Clatsop,1996,1996
19970958,96-521-11232 / Wawa 28 C/C,Lower Columbia River,Lower Columbia,Clatsop,1996,1996
19970959,96-521-11233 / 466 C/C,Lower Columbia River,Lower Columbia,Clatsop,1996,1996
19970960,96-521-11310 / Warren 60 C/C,Northern Oregon Coastal,Necanicum,Clatsop,1996,1996
19970961,96-511-15246 / Sandlake 36-A C/C,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1996,1996
19970962,96-521-11352,Northern Oregon Coastal,Nehalem,Clatsop,1996,1996
19970963,95-521-11117 / Nec 21 C/C,Northern Oregon Coastal,Necanicum,Clatsop,1995,1995
19970964,95-521-11302 / Charlie Creek 13,Northern Oregon Coastal,Necanicum,Clatsop,1995,1995
19970965,95-512-11452 / Stavebolt South C/C,Lower Columbia River,Lower Columbia,Clatsop,1995,1995
19970966,95-521-11033 / Fall Creek 13,Lower Columbia River,Lower Columbia,Clatsop,1995,1995
19970967,95-521-11116 / Rock Creek 98-L,Lower Columbia River,Lower Columbia,Clatsop,1995,1995
19970968,95-552-30820,Willamette,Upper Willamette,Polk,0,1995
19970969,95-531-21059,Willamette,Yamhill,Yamhill,0,1995
19970970,95-552-30011,Willamette,Middle Willamette,Polk,0,1995
19970971,96-531-20155,Willamette,Yamhill,Yamhill,0,1996
19970972,96-551-34327,Willamette,Upper Willamette,Benton,0,1996
19970973,96-552-30411,Willamette,Upper Willamette,Polk,0,1996
19970974,96-552-30882,Willamette,Middle Willamette,Polk,0,1996
19970975,96-552-30002,Willamette,Yamhill,Polk,0,1996
19970976,96-552-30407,Willamette,Middle Willamette,Polk,0,1996
19970977,96-552-30001,Willamette,Yamhill,Polk,0,1996
19970978,97-552-30095,Willamette,Yamhill,Yamhill,0,1997
19970979,96-551-34080,Willamette,Upper Willamette,Benton,0,1996
19970980,Bear Corner,Willamette,Yamhill,Polk,1995,1995
