,PROJNUM,Participants
429,19970852,"Willamette Industries, Inc."
430,19970853,"Willamette Industries, Inc."
431,19970854,"Willamette Industries, Inc."
432,19970855,"Willamette Industries, Inc."
433,19970856,"Willamette Industries, Inc."
434,19970857,"Willamette Industries, Inc."
435,19970858,"Willamette Industries, Inc."
436,19970859,"Willamette Industries, Inc."
437,19970860,"Willamette Industries, Inc."
438,19970861,"Willamette Industries, Inc."
439,19970862,"Willamette Industries, Inc."
440,19970863,"Willamette Industries, Inc."
441,19970864,"Willamette Industries, Inc."
442,19970865,"Willamette Industries, Inc."
443,19970866,"Willamette Industries, Inc."
444,19970867,"Willamette Industries, Inc."
445,19970868,"Willamette Industries, Inc."
446,19970869,"Willamette Industries, Inc."
447,19970870,"Willamette Industries, Inc."
448,19970871,"Willamette Industries, Inc."
449,19970872,"Willamette Industries, Inc."
450,19970873,"Willamette Industries, Inc."
451,19970874,"Willamette Industries, Inc."
452,19970875,"Willamette Industries, Inc."
453,19970876,Plum Creek Timber Company
454,19970877,Plum Creek Timber Company
455,19970878,Plum Creek Timber Company
456,19970879,Plum Creek Timber Company
457,19970880,Plum Creek Timber Company
458,19970881,Plum Creek Timber Company
459,19970882,Plum Creek Timber Company
460,19970883,Plum Creek Timber Company
461,19970884,Plum Creek Timber Company
462,19970885,Plum Creek Timber Company
463,19970886,Plum Creek Timber Company
464,19970887,Plum Creek Timber Company
465,19970888,Plum Creek Timber Company
466,19970889,Plum Creek Timber Company
467,19970892,"Swanson-Superior, Cary Grossmiller Co."
468,19970893,"Miami Corporation, Waterworks"
469,19970894,"Miami Corporation, Waterworks"
470,19970895,"Miami Corporation, Waterworks"
471,19970896,"Miami Corporation, Waterworks"
472,19970897,"Miami Corporation, Waterworks"
473,19970900,Boise Cascade
474,19970901,"Willamette Industries, Inc."
475,19970902,"Willamette Industries, Inc."
476,19970904,"Willamette Industries, Inc."
477,19970905,"Willamette Industries, Inc."
478,19970906,"Willamette Industries, Inc."
479,19970907,"Willamette Industries, Inc."
480,19970908,"Willamette Industries, Inc."
481,19970909,"Willamette Industries, Inc."
482,19970910,"Willamette Industries, Inc."
483,19970911,"Willamette Industries, Inc."
484,19970912,"Willamette Industries, Inc."
485,19970913,"Willamette Industries, Inc."
486,19970914,"Willamette Industries, Inc."
487,19970915,"Willamette Industries, Inc."
488,19970916,"Willamette Industries, Inc."
489,19970917,"Willamette Industries, Inc."
490,19970918,"Willamette Industries, Inc."
491,19970919,"Willamette Industries, Inc."
492,19970920,"Willamette Industries, Inc."
493,19970921,"Willamette Industries, Inc."
494,19970922,"Willamette Industries, Inc."
495,19970923,"Willamette Industries, Inc."
496,19970924,"Willamette Industries, Inc."
497,19970925,"Willamette Industries, Inc."
498,19970926,"Willamette Industries, Inc."
499,19970927,"Willamette Industries, Inc."
500,19970928,"Willamette Industries, Inc."
501,19970929,"Willamette Industries, Inc."
502,19970930,"Willamette Industries, Inc."
503,19970931,"Willamette Industries, Inc."
504,19970932,"Willamette Industries, Inc."
505,19970933,"Willamette Industries, Inc."
506,19970934,"Willamette Industries, Inc."
507,19970935,"Willamette Industries, Inc."
508,19970936,"Willamette Industries, Inc."
509,19970937,"Willamette Industries, Inc."
510,19970938,"Willamette Industries, Inc."
511,19970939,"Willamette Industries, Inc."
512,19970940,"Willamette Industries, Inc."
513,19970941,"Willamette Industries, Inc."
514,19970942,"Willamette Industries, Inc."
515,19970943,"Willamette Industries, Inc., ODF"
516,19970944,"Willamette Industries, Inc."
517,19970945,"Willamette Industries, Inc."
518,19970946,"Willamette Industries, Inc."
519,19970947,"Willamette Industries, Inc."
520,19970948,"Willamette Industries, Inc."
521,19970949,"Willamette Industries, Inc."
522,19970950,"Willamette Industries, Inc."
523,19970951,"Willamette Industries, Inc."
524,19970952,"Willamette Industries, Inc."
525,19970953,"Willamette Industries, Inc."
526,19970954,"Willamette Industries, Inc."
527,19970955,"Willamette Industries, Inc."
528,19970956,"Willamette Industries, Inc."
529,19970957,"Willamette Industries, Inc."
530,19970958,"Willamette Industries, Inc."
531,19970959,"Willamette Industries, Inc."
532,19970960,"Willamette Industries, Inc."
533,19970961,"Willamette Industries, Inc."
534,19970962,"Willamette Industries, Inc."
535,19970963,"Willamette Industries, Inc."
536,19970964,"Willamette Industries, Inc."
537,19970965,"Willamette Industries, Inc."
538,19970966,"Willamette Industries, Inc."
539,19970967,"Willamette Industries, Inc."
540,19970968,Boise Cascade
541,19970969,Boise Cascade
542,19970970,Boise Cascade
543,19970971,Boise Cascade
544,19970972,Boise Cascade
545,19970973,Boise Cascade
546,19970974,Boise Cascade
547,19970975,Boise Cascade
548,19970976,Boise Cascade
549,19970977,Boise Cascade
550,19970978,Boise Cascade
551,19970979,Boise Cascade
552,19970980,"Willamette Industries, Inc."
553,19970981,"Willamette Industries, Inc."
554,19970982,"Willamette Industries, Inc."
555,19970983,"Willamette Industries, Inc."
556,19970984,"Willamette Industries, Inc."
557,19970985,"Willamette Industries, Inc."
558,19970986,"Willamette Industries, Inc."
559,19970987,"Willamette Industries, Inc."
560,19970988,"ODF, Williams General Store, Williams Fire Department, Job Council, BLM, Williams Creek Watershed Council"
561,19970989,"ODF, Williams Creek Watershed Council, Williams General Store, Williams Fire Department, Job Council, BLM"
562,19970992,"Private Landowner, Central Oregon Small Woodlands Association"
563,19970993,"Central Oregon Small Woodlands Association, Private Landowner"
564,19970994,"Dixie Meadows Co., Dixie Meadows Co., ODFW, ODF, Pilot Butte Hereford Ranch, Friends of Dixie Meadow Co."
565,19970995,"Dixie Meadows Co., NRCS, Pilot Butte Hereford Ranch, Oregon Hunters Association, Crook County Taylor Grazing, Rocky Mountain Elk Foundation, Friends of Dixie Meadow Co., Dixie Meadows Co., Crooked River Ecosystem Education Council, ODFW"
566,19970996,"Deschutes County Watershed Council, Private Landowner, Oregon Water Trust, Deschutes County"
567,19970997,"Oregon Trout, Trout Creek Watershed Council, ODFW, BPA, Private Landowners (multiple), ODFW"
568,19970998,"ODFW, ODFW, Private Landowner, BPA"
569,19970999,"Tualatin River Watershed Council, Metro, Tualatin Hills Parks & Recreation District, Unified Sewerage Agency"
570,19971000,"ODFW, Private Landowner, OWEB"
571,19971001,"ODFW, Private Landowner, OWEB"
572,19971002,"ODFW, OWEB, Private Landowner"
573,19971003,"Private Landowner, ODFW, OWEB"
574,19971004,"OWEB, ODFW, Private Landowner, ODFW"
575,19971006,"Private Landowner, OWEB, ODFW"
576,19971007,"OWEB, ODFW, Menasha Corporation, Coos Watershed Association"
577,19971008,"Moore Mill & Lumber Company, ODFW"
578,19971009,"ODFW, ODOT, Donald Thompson, Inc."
579,19971010,"ODFW, ODOT, Laser Light Industries"
580,19971011,"Laser Light Industries, ODOT, ODFW"
581,19971012,"ODFW, ODFW, ODF"
582,19971013,"OWEB, ODF, Coos Watershed Association, Blue Ridge Timber Cutting, ODFW"
583,19971014,"OWEB, ODFW, ODF, Coos Watershed Association, Blue Ridge Timber Cutting"
584,19971015,"OWEB, OWEB, Coos Watershed Association, Blue Ridge Timber Cutting, ODFW, Menasha Corporation"
585,19971016,"OWEB, OWEB, OWEB, Coos Watershed Association, Blue Ridge Timber Cutting, ODFW, Weyerhaeuser Company"
586,19971017,"OWEB, ODFW, Weyerhaeuser Company, Coos Watershed Association, Blue Ridge Timber Cutting"
587,19971018,"ODFW, Menasha Corporation"
588,19971019,"Menasha Corporation, ODFW"
589,19971020,"ODFW, Menasha Corporation"
590,19971021,"ODFW, Menasha Corporation"
591,19971022,"Menasha Corporation, ODFW"
592,19971023,"ODFW, Menasha Corporation"
593,19971024,"Bay Area Sportsmen Association, Northwest Steelheaders, ODFW, Weyerhaeuser Company, ODFW, Roseburg Lumber Company, ODFW, South Coast Business Employment Corp"
594,19971025,"OSU Extension Service, Roseburg Resources Co., ODFW"
595,19971026,"OWEB, BLM, Coos Watershed Association, Private Landowner"
596,19971027,"Coos Watershed Association, ODF, ODFW"
597,19971028,"Coos Watershed Association, ODF, ODFW"
598,19971029,"OWEB, ODFW, Coos Watershed Association, Weyerhaeuser Company"
599,19971030,"Plum Creek Timber Company, Coos SWCD, Coquille Watershed Association, Oregon Horse Power, National Fish and Wildlife Foundation"
600,19971031,"National Fish and Wildlife Foundation, OWEB, NRCS, Oregon Horse Power, Coquille Watershed Association, Private Landowner, Coquille Watershed Association, Coos SWCD"
601,19971032,"National Fish and Wildlife Foundation, Coquille Watershed Association, Lone Rock Timber Company, OWEB, Coos SWCD, Oregon Horse Power"
602,19971033,"Lone Rock Timber Company, Coos SWCD, OWEB, National Fish and Wildlife Foundation, Oregon Horse Power, Coquille Watershed Association"
603,19971034,"Coquille Watershed Association, Lone Rock Timber Company, OWEB, Coos SWCD, National Fish and Wildlife Foundation"
604,19971035,"Coos SWCD, Coquille Watershed Association, Private Landowner, OWEB"
605,19971036,"Coquille Watershed Association, Coos SWCD, Private Landowner, OWEB"
606,19971037,"Coos SWCD, National Fish and Wildlife Foundation, OWEB, Private Landowner, Coquille Watershed Association, Moore Mill & Lumber Company, Private Landowner"
607,19971038,"Private Landowner, OWEB, Coos SWCD, National Fish and Wildlife Foundation, Coquille Watershed Association, Private Landowner, Private Landowner"
608,19971039,"USFWS, ODFW, Private Landowner"
609,19971040,"ODFW, ODFW, BLM"
610,19971041,"ODFW, USFWS, Butler Creek Farm, Inc., USFS"
611,19971042,"ODFW, Private Landowner, ODFW"
612,19971043,"ODFW, Roseburg Resources Co., ODF"
613,19971044,"ODF, ODFW, Roseburg Resources Co."
614,19971045,"ODFW, Private Landowner, Partnership for the Umpqua Rivers, NRCS"
615,19971046,"Each project participant has another record.  This record lists Multiple Funding Sources with $ that could not be separated out., ODFW, Menasha Corporation, Umpqua Flycasters"
616,19971047,"ODF, ODFW, Roseburg Resources Co."
617,19971048,"ODFW, ODFW, BLM"
618,19971049,"ODFW, Riverside Cattle Co., ODFW"
619,19971050,"DSL, ODFW, City of Roseburg, Douglas SWCD, US Army Corps of Engineers"
620,19971051,"Contractor, Lone Rock Timber Company, USFWS, ODFW"
621,19971052,"USFWS, ODFW, Seneca Jones Timber Company, Contractor"
622,19971053,"USFWS, Contractor, ODFW, Roseburg Resources Co."
623,19971054,"ODFW, Lone Rock Timber Company, USFWS"
624,19971055,"Lone Rock Timber Company, ODFW, Lone Rock Timber Company, ODFW, Douglas Electric Coop, ODOT"
625,19971056,"USFWS, ODFW, Lone Rock Timber Company, ODFW"
626,19971057,"ODFW, ODFW, Lone Rock Timber Company"
627,19971058,"ODFW, Seneca Jones Timber Company, USFWS"
628,19971059,"Each project participant has another record.  This record lists Multiple Funding Sources with $ that could not be separated out., BLM, ODFW, Lone Rock Timber Company"
629,19971060,"ODFW, volunteers, ODFW, Umpqua Fishery Enhancement Derby"
630,19971061,"ODFW, USFS, Pacific Power & Light"
631,19971062,"Private Landowner, ODFW, ODFW, NRCS"
632,19971063,"ODFW, Private Landowner, ODFW"
633,19971065,"ODFW, ODFW, Private Landowner, ODFW, NRCS"
634,19971066,"Izaak Walton League, ODFW, ODFW, Private Landowner"
635,19971067,"Umpqua Fishermen's Association, Superior Lumber Co., ODFW, ODFW, Glendale High School, ODFW"
636,19971068,"Roseburg Resources Co., ODFW, Biological Information Systems, Inc."
637,19971069,"ODF, Seneca Jones Timber Company, BLM, Partnership for the Umpqua Rivers"
638,19971071,"Ken Hale Trucking, OWEB, BLM, Douglas SWCD, Umpqua Fishermen's Association, Partnership for the Umpqua Rivers, Umpqua SWCD, Roseburg Resources Co."
639,19971072,"ODFW, Private Landowner, Lane County Road Department"
640,19971073,"ODFW, Willamette Industries, Inc., BLM"
641,19971074,"ODFW, Davidson Industries, Inc."
642,19971075,"Florence STEP, ODFW, Seneca Lumber Co."
643,19971076,"ODFW, Davidson Industries, Inc., DSL"
644,19971077,"ODFW, Davidson Industries, Inc."
645,19971078,"ODFW, Davidson Industries, Inc."
646,19971079,"The Campbell Group, Siuslaw SWCD, USFS, NRCS, ODFW, Hancock Timber Resource Group, ODFW"
647,19971080,"ODFW, Davidson Industries, Inc."
648,19971081,"Siuslaw SWCD, Florence STEP, Roseburg Resources Co., ODFW, Private Landowners (multiple), USFWS"
649,19971082,"USFWS, Florence STEP, Siuslaw SWCD, Private Landowner, ODFW, Roseburg Resources Co."
650,19971083,"ODFW, Roseburg Resources Co., USFWS, Siuslaw SWCD, Florence STEP"
651,19971084,"ODFW, Roseburg Resources Co., Siuslaw SWCD, Florence STEP, USFWS"
652,19971085,"Siuslaw SWCD, BLM, USFWS, Roseburg Resources Co., ODFW, Florence STEP"
653,19971086,"ODFW, Roseburg Resources Co., USFWS, Siuslaw SWCD, BLM, Florence STEP"
654,19971087,"USFWS, Siuslaw SWCD, BLM, Florence STEP, ODFW, Roseburg Resources Co."
655,19971088,"ODFW, Roseburg Resources Co., BLM"
656,19971089,"ODFW, Private Landowner, USFS, NRCS"
657,19971090,"BLM, Siuslaw SWCD, Florence STEP, Hancock Timber Resource Group, FEMA, ODFW"
658,19971091,"NRCS, Siuslaw SWCD, Oregon Wildlife Heritage Foundation, Private Landowner, ODFW, Florence STEP"
659,19971092,"ODFW, Private Landowner, USFWS, NRCS, Siuslaw SWCD, USFS, Florence STEP"
660,19971093,"Private Landowner, Florence STEP, Siuslaw SWCD, USFWS, ODFW"
661,19971094,"Florence STEP, ODFW, Siuslaw SWCD, Private Landowner, USFWS, USFS"
662,19971097,"ODFW, Willamette Industries, Inc."
663,19971100,"ODFW, Private Landowner"
664,19971101,"ODFW, Private Landowner, ODFW"
665,19971102,"Private Landowner, ODFW"
666,19971103,"Shuttle Northern Lights Christmas Tree Farm, University of Oregon, Cascade Family Flyfishers, Green Tree Excavation, Oregon Parks & Recreation Department, ODFW, STEP volunteers"
667,19971104,"ODFW, Willamette Industries, Inc."
668,19971105,"Boise Cascade, ODFW"
669,19971106,"ODFW, Weyerhaeuser Company"
670,19971107,"ODFW, Weyerhaeuser Company"
671,19971108,"OEDD, ODFW, Hancock Timber Resource Group, USFWS, The Campbell Group"
672,19971109,"OEDD, USFWS, The Campbell Group, ODFW, Hancock Timber Resource Group"
673,19971110,"ODFW, Private Landowner"
674,19971111,"ODFW, Benton County Public Works, EPA"
675,19971112,"ODFW, Private Landowner, ODFW, ODFW, NRCS, USFWS"
676,19971113,"Private Landowner, ODFW, ODFW"
677,19971114,"ODFW, Private Landowner, ODFW"
678,19971115,"ODFW, ODFW, Twickenham Livestock"
679,19971116,"ODFW, ODFW, Private Landowner"
680,19971117,"ODFW, Private Landowner, ODFW"
681,19971118,"BPA, ODFW, Private Landowner, ODFW"
682,19971119,"BPA, ODFW, Private Landowner, ODFW"
683,19971120,"ODFW, Private Landowner, ODFW, ODFW"
684,19971121,"ODFW, Private Landowner, ODFW"
685,19971122,"ODFW, Private Landowner, ODFW"
686,19971123,"BPA, Trout Unlimited, Private Landowner, ODFW"
687,19971124,"ODFW, Private Landowner, ODFW"
688,19971125,"Grande Ronde Model Watershed Program, Bureau of Reclamation, Farm Service Agency, ODFW, Private Landowner, Grande Ronde Model Watershed Program, NRCS"
689,19971126,"Hull-Oakes Lumber Co., ODFW, Starker Forests, Inc., ODFW, Oregon Wildlife Heritage Foundation"
690,19971127,"Umatilla SWCD, ODFW, Tri-State Steelheaders, NRCS, Confederated Tribes of the Umatilla Indian Reservation, USFWS, Walla Walla Basin Watershed Council, Private Landowner, OWEB"
691,19971128,"ODFW, Crown Pacific, BPA, Oregon Parks & Recreation Department, Private Landowner (neighbor/contributor), Private Landowner (neighbor/contributor), BPA"
692,19971129,"Wallowa SWCD, Grande Ronde Model Watershed Program, Private Landowner, NRCS, ODFW"
693,19971130,"ODFW, Private Landowner, ODFW"
694,19971131,"ODFW, Powder River Ranch, ODFW"
695,19971132,"ODFW, O'Connell Ranch, ODFW, Baker Water Master"
696,19971133,"ODFW, ODFW, Private Landowner"
697,19971134,"ODFW, Private Landowner, ODFW"
698,19971135,"ODFW, ODF, FEMA"
699,19971136,Port Blakely Tree Farms
700,19971137,Port Blakely Tree Farms
701,19971138,Port Blakely Tree Farms
702,19971139,Port Blakely Tree Farms
703,19971140,Port Blakely Tree Farms
704,19971141,"Coquille Watershed Association, Private Landowner, NRCS, Coos SWCD, OWEB"
